"location_name","parent","latitude","longitude","location_id","level","path_to_top_parent","authority","facility_level","operational_status","organisation_unit_levels","ownership"
"Trinity Drugshop","ae3r7yqNpat",NA,NA,"BG07nmRoFPX",5,"akV6429SUqu,DWPnYhoqza0,JyZJhGXKeEq,ae3r7yqNpat,BG07nmRoFPX","Private","Drug Shop","Functional",NA,"PFP"
"Trinity Health Services HC II","LYuMx5oPsR5",NA,NA,"rJnuDijRNfN",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,rJnuDijRNfN","Private","HC II","Functional","Health Facilities","PFP"
"Trinity Life Health Care HC II","oweSpFBNbmi",0.300394,32.565394,"oU5FK0jRDPy",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,oU5FK0jRDPy","Private","HC II","Functional","Health Facilities","PFP"
"Trinity Medical Centre HC III","rKLL7VlbL3b",NA,NA,"Mha9ftXo7u5",5,"akV6429SUqu,F1o6qBSx783,FLygHiUd2UW,rKLL7VlbL3b,Mha9ftXo7u5","Private","HC III","Non-Functional","Health Facilities","PNFP"
"Trinity Medical Clinic (Gombe) HC II","awd0xy7yb1C",NA,NA,"GhJsaRnJrrS",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,awd0xy7yb1C,GhJsaRnJrrS","Private","HC II","Functional","Health Facilities","PFP"
"Trinity Medical Clinic (Lakwana) HC II","BNUP3lD4kG4",NA,NA,"zhEQbWf7vYg",5,"akV6429SUqu,SUvODYOcaVf,S5fvUXgY54J,BNUP3lD4kG4,zhEQbWf7vYg","Private","Clinic","Non-Functional","Health Facilities","PFP"
"Trinity Othocare Clinic","l0LizWT16CQ",NA,NA,"x16BD1f0tNS",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,l0LizWT16CQ,x16BD1f0tNS","Private","HC II","Functional","Health Facilities","PFP"
"Trio Clinic HC II","FbuhMjEaMXt",NA,NA,"GQ1Rbc1GkXb",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,FbuhMjEaMXt,GQ1Rbc1GkXb","Private","HC II","Non-Functional","Health Facilities","PFP"
"Triple B Clinic","l0LizWT16CQ",NA,NA,"HvaybPcEzgk",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,l0LizWT16CQ,HvaybPcEzgk","Private","HC II","Functional","Health Facilities","PFP"
"Tripple B Medical Clinic","MmY9teDWcvb",NA,NA,"pvMhc7H31I2",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,MmY9teDWcvb,pvMhc7H31I2","Private","HC II","Non-Functional","Health Facilities","PFP"
"Tripple M Clinic HC II","oweSpFBNbmi",NA,NA,"RR8HuxTZMtb",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,RR8HuxTZMtb","Private","HC II","Functional","Health Facilities","PFP"
"Trivest Medical Centre HC II","dS6Xrka1WwD",NA,NA,"jTmBjPxif9F",5,"akV6429SUqu,JZhJ50nOirX,iTfbtn6JUsN,dS6Xrka1WwD,jTmBjPxif9F","Private","HC II","Functional","Health Facilities","PFP"
"Tropical Clinic (Entebbe) HC II","RTxq0C3ff1y",NA,NA,"Usn4fnm0ol6",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,RTxq0C3ff1y,Usn4fnm0ol6","Private","HC II","Functional","Health Facilities","PFP"
"Tropical Dental Clinic HC II","zNdkt1W9dcu",NA,NA,"cXzxHCdJDg0",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,zNdkt1W9dcu,cXzxHCdJDg0","Private","HC II","Functional","Health Facilities","PFP"
"Tropical Medical Centre","h7rS7d8M2jI",NA,NA,"XeikF7zAvSF",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,h7rS7d8M2jI,XeikF7zAvSF","Private","HC II","Non-Functional","Health Facilities","PFP"
"Tropical Medical Centre and Maternity Home","q0BqaYeLsKz",NA,NA,"R6PZK1yToJP",5,"akV6429SUqu,Dt6qdenPX1E,ALFFOStwtqW,q0BqaYeLsKz,R6PZK1yToJP","Private","Clinic","Non-Functional","Health Facilities","PFP"
"Tropical Medical Centre HC II","IC4N267eDYG",NA,NA,"P60kYT5R9o0",5,"akV6429SUqu,BD3XaQ7cQAp,iQTVPmAJPkr,IC4N267eDYG,P60kYT5R9o0","Private","HC II","Functional","Health Facilities","PFP"
"Tropical Medical Clinic","eN59rRkxQhi",NA,NA,"c3vuvrojbzI",5,"akV6429SUqu,Dl9WvtvDs5V,ykxQEnZGXkj,eN59rRkxQhi,c3vuvrojbzI","Private","Clinic","Functional","Health Facilities","PFP"
"Tropical Orthocare Clinic HC II","Qplf7b6Ktzu",NA,NA,"tZPlBHYaoU9",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,Qplf7b6Ktzu,tZPlBHYaoU9","Private","HC II","Functional","Health Facilities","PFP"
"Tropical Spa Clinic HC II","LYuMx5oPsR5",NA,NA,"GPCvpCvUmXN",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,GPCvpCvUmXN","Private","HC II","Functional","Health Facilities","PFP"
"True Image Medical Centre","PfhLA9YVg8z",NA,NA,"VKtgNboWvmA",5,"akV6429SUqu,Wd1lV9Qdj4o,mv4gKtY0qW8,PfhLA9YVg8z,VKtgNboWvmA","Private","Clinic","Functional","Health Facilities","PFP"
"True Life Care","kKEBeO1LL7S",NA,NA,"ePbFaFAiuaL",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,kKEBeO1LL7S,ePbFaFAiuaL",NA,"Clinic","Non-Functional",NA,NA
"True Vine Hospital","SMpZsi2aYUa",NA,NA,"vG9vHElwinj",5,"akV6429SUqu,Dl9WvtvDs5V,lzWuB6bCQeV,SMpZsi2aYUa,vG9vHElwinj","Private","Hospital","Functional","Health Facilities","PFP"
"True Vine Medical Centre HC III","iy2MisX1Twa",NA,NA,"fGIcJN0d2TW",5,"akV6429SUqu,yx0ieyZNF0l,Lnewt3iIJaK,iy2MisX1Twa,fGIcJN0d2TW",NA,"HC III","Functional",NA,"PFP"
"Trust God Medical Clinic","Qplf7b6Ktzu",NA,NA,"JQvwN38nszn",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,Qplf7b6Ktzu,JQvwN38nszn","Private","HC II","Functional","Health Facilities","PFP"
"Trust in God Clinic HC II","LYuMx5oPsR5",NA,NA,"TBHDGmI9l1n",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,TBHDGmI9l1n","Private","HC II","Functional","Health Facilities","PFP"
"Trust Medical Centre (Kabale) HC II","anjXngIyBSK",NA,NA,"sXeVz43R3BO",5,"akV6429SUqu,G0rlphd2tcD,zBIpPzKYFLp,anjXngIyBSK,sXeVz43R3BO","NGO","HC II","Functional","Health Facilities","PFP"
"Trust Medical Centre (Massajja) HC II","MmY9teDWcvb",NA,NA,"eEPU4r4TFeV",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,MmY9teDWcvb,eEPU4r4TFeV","Private","HC II","Non-Functional","Health Facilities","PFP"
"Trust Medical Centre Clinic","HzudJ19fruU",NA,NA,"cUNKzzineZC",5,"akV6429SUqu,Wd1lV9Qdj4o,oNxpMjveyZt,HzudJ19fruU,cUNKzzineZC","Private","Clinic","Functional","Health Facilities","PFP"
"Trust Medical Clinic","eN59rRkxQhi",NA,NA,"CAt5aIGF7zh",5,"akV6429SUqu,Dl9WvtvDs5V,ykxQEnZGXkj,eN59rRkxQhi,CAt5aIGF7zh","Private","Clinic","Functional","Health Facilities","PFP"
"Ttanda HC II","wOhzAa2HZPW",0.38434,32.13372,"xXRerG4NkOA",5,"akV6429SUqu,Dl9WvtvDs5V,Q7PaNIbyZII,wOhzAa2HZPW,xXRerG4NkOA","MOH","HC II","Functional","Health Facilities","GOV"
"Ttikalu HC III","awd0xy7yb1C",0.54415,32.50388,"l8JCkd3nqOV",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,awd0xy7yb1C,l8JCkd3nqOV","MOH","HC III","Functional","Health Facilities","GOV"
"Ttula Clinic HC II","LYuMx5oPsR5",NA,NA,"Wwj8be6FRkT",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,Wwj8be6FRkT","Private","HC II","Functional","Health Facilities","PFP"
"Tuba Medical Clinic HC II","kKEBeO1LL7S",NA,NA,"MllYB8dxt9W",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,kKEBeO1LL7S,MllYB8dxt9W","Private","HC II","Functional","Health Facilities","PFP"
"Tubigobe Medical Clinic HC II","Xtl2jxgPOlP",NA,NA,"gNKFAvssktN",5,"akV6429SUqu,Dl9WvtvDs5V,a0DfYpC2Rwl,Xtl2jxgPOlP,gNKFAvssktN","Private","HC II","Non-Functional","Health Facilities","PFP"
"Tubur HC III","abrPOGp0zoG",1.95525,33.51942,"kkYUoOF74Eb",5,"akV6429SUqu,r0GhWtmPHDj,srmGjHrpVE5,abrPOGp0zoG,kkYUoOF74Eb","MOH","HC III","Functional","Health Facilities","GOV"
"Tuikat HC II","hY5HcMQt93G",NA,NA,"T4aXWHJbR0A",5,"akV6429SUqu,Dt6qdenPX1E,h1O9AvNR4jS,hY5HcMQt93G,T4aXWHJbR0A","MOH","HC II","Functional","Health Facilities","GOV"
"Tuku HC II","ugKCZ7kJQPh",3.10862,31.02747,"p5VSwDHxeI1",5,"akV6429SUqu,BD3XaQ7cQAp,bJgx6UjvyoP,ugKCZ7kJQPh,p5VSwDHxeI1","MOH","HC II","Functional","Health Facilities","GOV"
"Tulel HC II","WWilgFGBjBC",1.33731,34.68286,"zsjABvUkY2d",5,"akV6429SUqu,Dt6qdenPX1E,e8m9ZYMRoeR,WWilgFGBjBC,zsjABvUkY2d","MOH","HC II","Functional","Health Facilities","GOV"
"Tuliki HC II","a7t73IQZdXp",NA,NA,"H7B1Pk6eZoE",5,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,a7t73IQZdXp,H7B1Pk6eZoE","MOH","HC II","Functional","Health Facilities","GOV"
"Tumaini Health Centre HC II","LYuMx5oPsR5",NA,NA,"fng0HukpXKi",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,fng0HukpXKi","Private","HC II","Functional","Health Facilities","PFP"
"Tumangu HC II","I0Dnu8MNpI6",NA,NA,"mWCozaybY0V",5,"akV6429SUqu,SUvODYOcaVf,pnTVIF5v27r,I0Dnu8MNpI6,mWCozaybY0V","MOH","HC II","Functional","Health Facilities","GOV"
"Tumboboi HC III","amkxMXakeXu",1.43589,34.46808,"lz5JN2jaw2Y",5,"akV6429SUqu,Dt6qdenPX1E,aginheWSLef,amkxMXakeXu,lz5JN2jaw2Y","MOH","HC III","Functional","Health Facilities","GOV"
"Tumu Hospital","oMZSkQE6CzW",NA,NA,"E4Vcl5DBfpq",5,"akV6429SUqu,F1o6qBSx783,sWoNWQZ9qrD,oMZSkQE6CzW,E4Vcl5DBfpq","NGO","Hospital","Functional","Health Facilities","PNFP"
"Tumusiime Medical Centre HC II","qJ0sxVsO2pk",NA,NA,"CtNp9QdYPvu",5,"akV6429SUqu,F1o6qBSx783,FLygHiUd2UW,qJ0sxVsO2pk,CtNp9QdYPvu","Private","HC II","Functional","Health Facilities","PFP"
"Tumwebaze Clinic HC II","LYuMx5oPsR5",NA,NA,"eLc8l5Q4ff7",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,eLc8l5Q4ff7","Private","HC II","Functional","Health Facilities","PFP"
"Tumwebaze Medical Clinic (Nabweru)","Qplf7b6Ktzu",NA,NA,"trwzJXF46Hh",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,Qplf7b6Ktzu,trwzJXF46Hh","Private","HC II","Functional","Health Facilities","PFP"
"Tumwebaze Medical Clinic HC II","Qplf7b6Ktzu",NA,NA,"csoDrcyIp2K",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,Qplf7b6Ktzu,csoDrcyIp2K","Private","HC II","Functional","Health Facilities","PFP"
"Tunyi HC II","U3F1jMS8CYd",1.24711,34.34801,"Rg3LeVeNtqJ",5,"akV6429SUqu,Dt6qdenPX1E,auLatLbcOxf,U3F1jMS8CYd,Rg3LeVeNtqJ","UCMB","HC II","Functional","Health Facilities","PNFP"
"Turkish Kiper Dental Clinic HC II","zNdkt1W9dcu",NA,NA,"iCvYZqC0a3q",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,zNdkt1W9dcu,iCvYZqC0a3q","Private","HC II","Functional","Health Facilities","PFP"
"Tusubira Clinic HC II","FbuhMjEaMXt",0.311245,32.595567,"qGftzDww51u",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,FbuhMjEaMXt,qGftzDww51u","Private","HC II","Functional","Health Facilities","PFP"
"Tusubira HC II","oweSpFBNbmi",NA,NA,"LWYIaEakDUk",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,LWYIaEakDUk","Private","HC II","Functional","Health Facilities","PFP"
"Tusuubira Med. Cent HC II","FbuhMjEaMXt",NA,NA,"B2H2ffGYIGG",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,FbuhMjEaMXt,B2H2ffGYIGG","Private","HC II","Non-Functional","Health Facilities","PNFP"
"Twajiji Health Centre HC III","aazt2Bo4gk8",NA,NA,"i8bLQB8OE5I",5,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,aazt2Bo4gk8,i8bLQB8OE5I","MOH","HC III","Functional","Health Facilities","GOV"
"Twegasse Community Clinic","FyzXNFsmkfQ",NA,NA,"jnZIqtEETZs",5,"akV6429SUqu,IEU0FjDAhBP,bIONCoCnt3Q,FyzXNFsmkfQ,jnZIqtEETZs","UCBHCA","Clinic","Functional","Health Facilities","PNFP"
"Twinomujuni Clinic","M9l386COmzm",NA,NA,"T6nz7PK9u7u",5,"akV6429SUqu,IEU0FjDAhBP,j7AQsnEYmvi,M9l386COmzm,T6nz7PK9u7u","Private","Clinic","Non-Functional","Health Facilities","PFP"
"Twins Clinic (Rubaga) HC II","oweSpFBNbmi",NA,NA,"xy0cA8KnSa4",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,xy0cA8KnSa4","Private","HC II","Functional","Health Facilities","PFP"
"Uderu HC II","xEGUTFJd2LB",3.41156,31.80375,"GLzzJWQkpk1",5,"akV6429SUqu,BD3XaQ7cQAp,QYiQ2KqgCxj,xEGUTFJd2LB,GLzzJWQkpk1","MOH","HC II","Functional","Health Facilities","GOV"
"Ufamily Medical Chambers HC II","LYuMx5oPsR5",NA,NA,"Nb9Ugw0FFci",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,Nb9Ugw0FFci","Private","HC II","Functional","Health Facilities","PFP"
"Uganda Cares HC II","xnqsEM3TxbR",NA,NA,"UhJgr2Abb0p",5,"akV6429SUqu,r0GhWtmPHDj,iRUvO30ij3h,xnqsEM3TxbR,UhJgr2Abb0p","NGO","HC II","Functional","Health Facilities","PNFP"
"Uganda Cares Kira Road Clinic HC II","LYuMx5oPsR5",NA,NA,"jtaRhgDyYMT",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,jtaRhgDyYMT","Private","HC II","Functional","Health Facilities","PFP"
"Uganda Cares Owino Clinic","zNdkt1W9dcu",NA,NA,"zSlpKhPNJIB",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,zNdkt1W9dcu,zSlpKhPNJIB","Private","Clinic","Functional","Health Facilities","PNFP"
"Uganda Clay HC II","x50dfSoQUiV",NA,NA,"bYmBurvTSx2",5,"akV6429SUqu,QBPg7KKCeoA,kb7iUQISRlx,x50dfSoQUiV,bYmBurvTSx2","Private","HC II","Functional","Health Facilities","PNFP"
"Uganda Clays Clinic HC II","seX0YUndHIx",NA,NA,"h5QCalZ5mav",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,seX0YUndHIx,h5QCalZ5mav","Private","HC II","Non-Functional","Health Facilities","PFP"
"Uganda Martyrs HC II","Ar6tQVMIKzA",2.10627,31.41683,"L527rOiqFUJ",5,"akV6429SUqu,yx0ieyZNF0l,CQTmrrriwOq,Ar6tQVMIKzA,L527rOiqFUJ",NA,"HC II","Functional","Health Facilities","PNFP"
"Uganda Martyrs Hospital","H28DnZymL0Q",NA,NA,"vb6L8SkLnK6",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,H28DnZymL0Q,vb6L8SkLnK6","NGO","Hospital","Functional","Health Facilities","PNFP"
"Uganda Martyrs Medical Centre","arG3rmRFr7R",NA,NA,"HdJEg28NdQY",5,"akV6429SUqu,Dl9WvtvDs5V,a0DfYpC2Rwl,arG3rmRFr7R,HdJEg28NdQY",NA,"HC II","Functional",NA,NA
"Uganda Military HC II","BJc6aAKfEdk",2.817607,30.98911,"a8HZJttEnAD",5,"akV6429SUqu,BD3XaQ7cQAp,iQTVPmAJPkr,BJc6aAKfEdk,a8HZJttEnAD",NA,"HC II","Functional","Health Facilities","GOV"
"Ukusijoni HC III","GuJonnL9KkC",3.284425,31.683179,"Mq6H4E2PlH7",5,"akV6429SUqu,BD3XaQ7cQAp,QYiQ2KqgCxj,GuJonnL9KkC,Mq6H4E2PlH7","MOH","HC III","Functional","Health Facilities","GOV"
"Uleppi HC II","l4qmCfoNbn6",2.77518,31.03743,"MSs48kYSaCz",5,"akV6429SUqu,BD3XaQ7cQAp,bLoH4VbxCGI,l4qmCfoNbn6,MSs48kYSaCz","MOH","HC II","Functional","Health Facilities","GOV"
"Ultima Trauma Andorthopaedic Centre HC III","zNdkt1W9dcu",NA,NA,"CdqOvINOfIr",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,zNdkt1W9dcu,CdqOvINOfIr","Private","HC III","Functional","Health Facilities","PFP"
"Ultimate Choice Clinic","OoSjd5RuEQb",NA,NA,"AQkq4eUmWyJ",5,"akV6429SUqu,SUvODYOcaVf,aBrjuZk0W31,OoSjd5RuEQb,AQkq4eUmWyJ","Private","Clinic","Functional","Health Facilities","PFP"
"Uma Medical and Dental Clinic HC II","kKEBeO1LL7S",NA,NA,"QcJ7SZHg7wj",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,kKEBeO1LL7S,QcJ7SZHg7wj","Private","HC II","Functional","Health Facilities","PFP"
"Umar Bin Khatab Clinic HC II","AMGnRJ8vefc",NA,NA,"YJ4JY0u0snU",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,AMGnRJ8vefc,YJ4JY0u0snU","UMMB","HC II","Non-Functional","Health Facilities","PNFP"
"UMC Victoria (Kamwokya) Hospital","LYuMx5oPsR5",NA,NA,"L20gRk40SMX",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,L20gRk40SMX","Private","Hospital","Functional","Health Facilities","PFP"
"UMC Victoria (Naguru) Hospital","kKEBeO1LL7S",NA,NA,"fyWg56mdyYT",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,kKEBeO1LL7S,fyWg56mdyYT","Private","Hospital","Functional","Health Facilities","PFP"
"Umoja Clinic","Q1zNSRAbxjf",NA,NA,"k8HLe4uciRP",5,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,Q1zNSRAbxjf,k8HLe4uciRP","Private","Clinic","Functional","Health Facilities","PFP"
"United Med Care (Bbale Road)","joyz7BH8DXG",NA,NA,"UITshGQRrFw",5,"akV6429SUqu,Dl9WvtvDs5V,ykxQEnZGXkj,joyz7BH8DXG,UITshGQRrFw","Private","Clinic","Functional","Health Facilities","PFP"
"United Medical Care Clinic","CDtQkwtnyAH",NA,NA,"gZmlwywnQzd",5,"akV6429SUqu,Dl9WvtvDs5V,ykxQEnZGXkj,CDtQkwtnyAH,gZmlwywnQzd","Private","Clinic","Non-Functional","Health Facilities","PFP"
"Unity Clinic","XTljgoHlV32",NA,NA,"gsVKCXIlrRv",5,"akV6429SUqu,DWPnYhoqza0,Y4LV8xqkv6J,XTljgoHlV32,gsVKCXIlrRv","Private","Clinic","Non-Functional","Health Facilities","PFP"
"Unity Clinic HC II","ibNVWLqSB0M",NA,NA,"CKJ1pbnmJy5",5,"akV6429SUqu,JZhJ50nOirX,a9tQqo1rSj7,ibNVWLqSB0M,CKJ1pbnmJy5","Private","HC II","Functional","Health Facilities","PFP"
"Unity Drugshop Loro Town Council","MhOYaJ7W537",NA,NA,"dz77jX3kEYJ",5,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,MhOYaJ7W537,dz77jX3kEYJ","Private","Drug Shop","Functional",NA,"PFP"
"Unity Medical Clinic","WXGWfHkIJS9",NA,NA,"BZrpRu1javH",5,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,WXGWfHkIJS9,BZrpRu1javH","Private","Drug Shop","Functional",NA,"PFP"
"Universal Health Care Clinic","xR3tMZhXRSG",NA,NA,"rZUQEvxthk4",5,"akV6429SUqu,F1o6qBSx783,hAoe9dhZh9V,xR3tMZhXRSG,rZUQEvxthk4","Private","HC II","Functional","Health Facilities","PFP"
"Universal Health Care HC II","LYuMx5oPsR5",NA,NA,"iUTEwhACTcz",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,iUTEwhACTcz","Private","HC II","Functional","Health Facilities","PFP"
"Universal Medical Clinic HC II","kKEBeO1LL7S",NA,NA,"Ie0pqmhwwTP",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,kKEBeO1LL7S,Ie0pqmhwwTP","Private","HC II","Functional","Health Facilities","PFP"
"Univic HC II","RTxq0C3ff1y",NA,NA,"UTFnHPJ5egY",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,RTxq0C3ff1y,UTFnHPJ5egY","Private","HC II","Non-Functional","Health Facilities","PFP"
"Univic Medical Center HC II","zNdkt1W9dcu",NA,NA,"EdEfEKVlDJa",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,zNdkt1W9dcu,EdEfEKVlDJa","Private","HC II","Functional","Health Facilities","PFP"
"Univic Medical Centre HC II","LYuMx5oPsR5",NA,NA,"uWAfhrmtwrv",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,uWAfhrmtwrv","Private","HC II","Functional","Health Facilities","PFP"
"Unyama HC II","LllQ7wFfkGG",2.79679,32.34853,"rigBgTrixkr",5,"akV6429SUqu,SUvODYOcaVf,szlrGpmFlu9,LllQ7wFfkGG,rigBgTrixkr","MOH","HC II","Functional","Health Facilities","GOV"
"Upcare Orthopaedic Clinic HC II","oweSpFBNbmi",NA,NA,"Kq1PHELpcxR",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,Kq1PHELpcxR","Private","HC II","Functional","Health Facilities","PFP"
"UPDF 2nd Div. HC IV","k7Wgi7O0JdY",-0.57455,30.69114,"a6CCCxArlVG",5,"akV6429SUqu,F1o6qBSx783,W7kX446X8Jn,k7Wgi7O0JdY,a6CCCxArlVG","UPDF","HC IV","Functional","Health Facilities","GOV"
"Uphill Medical Centre","seX0YUndHIx",NA,NA,"emaUawGxpyF",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,seX0YUndHIx,emaUawGxpyF","Private","HC II","Non-Functional","Health Facilities","PFP"
"Upland Clinic (Makerere) HC II","LYuMx5oPsR5",NA,NA,"qrkFBmwc0V5",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,qrkFBmwc0V5","Private","HC II","Functional","Health Facilities","PFP"
"Upland Clinic (Nateete) HC II","oweSpFBNbmi",NA,NA,"SG6IU1tMViT",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,SG6IU1tMViT","Private","HC II","Functional","Health Facilities","PFP"
"Upper Muwereza Medical Clinic HC II","LYuMx5oPsR5",NA,NA,"RDL6kCr8zgj",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,RDL6kCr8zgj","Private","HC II","Functional","Health Facilities","PFP"
"URHB Medical Center Clinic","HgoTIfJ7gP3",NA,NA,"YTYOolNiu9C",5,"akV6429SUqu,Wd1lV9Qdj4o,gUaoj8Geuao,HgoTIfJ7gP3,YTYOolNiu9C","Private","Clinic","Functional","Health Facilities","PFP"
"Urhc HC II","LLAbaUTIKKz",NA,NA,"Hkw29W1Zsgo",5,"akV6429SUqu,Wd1lV9Qdj4o,Ut0ysYGEipO,LLAbaUTIKKz,Hkw29W1Zsgo","NGO","HC II","Functional","Health Facilities","PFP"
"URO Care Hospital","h7rS7d8M2jI",NA,NA,"MC86TzhBlKl",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,h7rS7d8M2jI,MC86TzhBlKl","Private","Hospital","Non-Functional","Health Facilities","PFP"
"Urocare Clinic HC II","zNdkt1W9dcu",NA,NA,"WLjvxABRrkc",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,zNdkt1W9dcu,WLjvxABRrkc","Private","HC II","Functional","Health Facilities","PFP"
"Usake HC II","mCATibfPDkS",NA,NA,"lIG8IeLFIta",5,"akV6429SUqu,jdlbNUwJiKX,eOJUW6OGpc7,mCATibfPDkS,lIG8IeLFIta","MOH","HC II","Functional","Health Facilities","GOV"
"Utility Drugshop","hZA6Q0HfT0V",NA,NA,"hhHwjcM5lUE",5,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,hZA6Q0HfT0V,hhHwjcM5lUE","Private","Drug Shop","Functional",NA,"PFP"
"Uyahf Clinic","q0BqaYeLsKz",NA,NA,"F5jzg00snaj",5,"akV6429SUqu,Dt6qdenPX1E,ALFFOStwtqW,q0BqaYeLsKz,F5jzg00snaj",NA,"HC II","Functional",NA,"PFP"
"Valley Medical Clinic, Zzana HC III","aQbUr8vlhmm",NA,NA,"hW45QCdjntP",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,aQbUr8vlhmm,hW45QCdjntP","Private","HC III","Non-Functional","Health Facilities","PFP"
"Value Aid Labaratory Centre HC II","LYuMx5oPsR5",NA,NA,"i4TFTQ51hs4",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,i4TFTQ51hs4","Private","HC II","Functional","Health Facilities","PFP"
"Vantage Medical Centre HC II","tecfO3gvavj",NA,NA,"tFBaZgnfbPK",5,"akV6429SUqu,Dl9WvtvDs5V,a0DfYpC2Rwl,tecfO3gvavj,tFBaZgnfbPK","Private","HC II","Functional","Health Facilities","PFP"
"Vbc Medical Clinic HC II","oweSpFBNbmi",NA,NA,"HDqkS7fPasF",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,HDqkS7fPasF","Private","HC II","Functional","Health Facilities","PFP"
"Veana Medical Center","ajaV3Ug1PuP",NA,NA,"osLBoCRwfhy",5,"akV6429SUqu,QBPg7KKCeoA,KhT80mlwJ3Y,ajaV3Ug1PuP,osLBoCRwfhy","Private","Clinic","Functional","Health Facilities","PFP"
"Venus Medical Center HC II","kKEBeO1LL7S",NA,NA,"nW4ydu7zUy5",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,kKEBeO1LL7S,nW4ydu7zUy5","Private","HC II","Functional","Health Facilities","PFP"
